,FPR,TNR,TPR,FNR
113,0.0,1.0,0.30701754385964913,0.6929824561403509
114,0.0,1.0,0.3130434782608696,0.6869565217391305
115,0.0,1.0,0.31896551724137934,0.6810344827586207
116,0.0,1.0,0.3247863247863248,0.6752136752136753
117,0.0,1.0,0.3305084745762712,0.6694915254237288
118,0.0,1.0,0.33613445378151263,0.6638655462184874
119,0.0,1.0,0.3416666666666667,0.6583333333333333
120,0.0,1.0,0.34710743801652894,0.6528925619834711
121,0.0,1.0,0.3524590163934426,0.6475409836065574
122,0.0,1.0,0.35772357723577236,0.6422764227642277
123,0.0,1.0,0.3629032258064516,0.6370967741935484
124,0.0,1.0,0.368,0.632
125,0.0,1.0,0.373015873015873,0.626984126984127
126,0.0,1.0,0.3779527559055118,0.6220472440944882
127,0.0,1.0,0.3828125,0.6171875
128,0.0,1.0,0.3875968992248062,0.6124031007751938
129,0.0,1.0,0.3923076923076923,0.6076923076923076
130,0.0,1.0,0.3969465648854962,0.6030534351145038
131,0.0,1.0,0.4015151515151515,0.5984848484848485
132,0.0,1.0,0.40601503759398494,0.5939849624060151
133,0.0,1.0,0.41044776119402987,0.5895522388059702
134,0.0,1.0,0.4148148148148148,0.5851851851851851
135,0.0,1.0,0.41911764705882354,0.5808823529411765
136,0.0,1.0,0.4233576642335766,0.5766423357664233
137,0.0,1.0,0.427536231884058,0.572463768115942
138,0.0,1.0,0.4316546762589928,0.5683453237410072
139,0.0,1.0,0.4357142857142857,0.5642857142857143
140,0.0,1.0,0.4397163120567376,0.5602836879432624
141,0.0,1.0,0.44366197183098594,0.5563380281690141
142,0.0,1.0,0.44755244755244755,0.5524475524475524
143,0.0,1.0,0.4513888888888889,0.5486111111111112
144,0.0,1.0,0.45517241379310347,0.5448275862068965
145,0.0,1.0,0.4589041095890411,0.541095890410959
146,0.0,1.0,0.46258503401360546,0.5374149659863946
147,0.0,1.0,0.46621621621621623,0.5337837837837838
148,0.0,1.0,0.4697986577181208,0.5302013422818792
149,0.0,1.0,0.47333333333333333,0.5266666666666666
150,0.0,1.0,0.4768211920529801,0.5231788079470199
151,0.0,1.0,0.48026315789473684,0.5197368421052632
152,0.0,1.0,0.48366013071895425,0.5163398692810458
153,0.0,1.0,0.487012987012987,0.512987012987013
154,0.0,1.0,0.49032258064516127,0.5096774193548387
155,0.0,1.0,0.4935897435897436,0.5064102564102564
156,0.0,1.0,0.4968152866242038,0.5031847133757962
157,0.0,1.0,0.5,0.5
158,0.0,1.0,0.5031446540880503,0.4968553459119497
159,0.0,1.0,0.50625,0.49375
160,0.0,1.0,0.5093167701863354,0.4906832298136646
161,0.0,1.0,0.5123456790123457,0.4876543209876543
162,0.0,1.0,0.5153374233128835,0.48466257668711654
163,0.0,1.0,0.5182926829268293,0.4817073170731707
164,0.0,1.0,0.5212121212121212,0.47878787878787876
165,0.0,1.0,0.5240963855421686,0.4759036144578313
166,0.0,1.0,0.5269461077844312,0.47305389221556887
167,0.0,1.0,0.5297619047619048,0.47023809523809523
168,0.0,1.0,0.5325443786982249,0.46745562130177515
169,0.0,1.0,0.5352941176470588,0.4647058823529412
170,0.0,1.0,0.5380116959064327,0.4619883040935672
171,0.0,1.0,0.5406976744186046,0.45930232558139533
172,0.0,1.0,0.5433526011560693,0.45664739884393063
173,0.0,1.0,0.5459770114942529,0.4540229885057471
174,0.0,1.0,0.5485714285714286,0.4514285714285714
175,0.0,1.0,0.5511363636363636,0.44886363636363635
176,0.0,1.0,0.5536723163841808,0.4463276836158192
177,0.0,1.0,0.5561797752808989,0.4438202247191011
178,0.0,1.0,0.5586592178770949,0.441340782122905
179,0.0,1.0,0.5611111111111111,0.4388888888888889
180,0.0,1.0,0.56353591160221,0.43646408839779005
181,0.0,1.0,0.5659340659340659,0.4340659340659341
182,0.0,1.0,0.5683060109289617,0.43169398907103823
183,0.0,1.0,0.5706521739130435,0.42934782608695654
184,0.0,1.0,0.572972972972973,0.42702702702702705
185,0.0,1.0,0.5752688172043011,0.42473118279569894
186,0.0,1.0,0.5775401069518716,0.42245989304812837
187,0.0,1.0,0.5797872340425532,0.42021276595744683
188,0.0,1.0,0.582010582010582,0.41798941798941797
189,0.0,1.0,0.5842105263157895,0.41578947368421054
190,0.0,1.0,0.5863874345549738,0.41361256544502617
191,0.0,1.0,0.5885416666666666,0.4114583333333333
192,0.0,1.0,0.5906735751295337,0.40932642487046633
193,0.0,1.0,0.5927835051546392,0.4072164948453608
194,0.0,1.0,0.5948717948717949,0.40512820512820513
195,0.0,1.0,0.5969387755102041,0.4030612244897959
196,0.0,1.0,0.5989847715736041,0.4010152284263959
197,0.0,1.0,0.601010101010101,0.398989898989899
198,0.0,1.0,0.6030150753768844,0.3969849246231156
199,0.0,1.0,0.605,0.395
