,FPR,TNR,TPR,FNR
0,0.0,1.0,0.0,1.0
1,0.0,1.0,0.5,0.5
2,0.0,1.0,0.6666666666666666,0.3333333333333333
3,0.0,1.0,0.75,0.25
4,0.0,1.0,0.8,0.2
5,0.0,1.0,0.8333333333333334,0.16666666666666666
6,0.0,1.0,0.8571428571428571,0.14285714285714285
7,0.0,1.0,0.875,0.125
8,0.0,1.0,0.8888888888888888,0.1111111111111111
9,0.0,1.0,0.9,0.1
10,0.0,1.0,0.9090909090909091,0.09090909090909091
11,0.0,1.0,0.9166666666666666,0.08333333333333333
12,0.0,1.0,0.9230769230769231,0.07692307692307693
13,0.0,1.0,0.9285714285714286,0.07142857142857142
14,0.0,1.0,0.9333333333333333,0.06666666666666667
15,0.0,1.0,0.9375,0.0625
16,0.0,1.0,0.9411764705882353,0.058823529411764705
17,0.0,1.0,0.9444444444444444,0.05555555555555555
18,0.0,1.0,0.9473684210526315,0.05263157894736842
19,0.0,1.0,0.95,0.05
20,0.0,1.0,0.9523809523809523,0.047619047619047616
21,0.0,1.0,0.9545454545454546,0.045454545454545456
22,0.0,1.0,0.9565217391304348,0.043478260869565216
23,0.0,1.0,0.9583333333333334,0.041666666666666664
24,0.0,1.0,0.96,0.04
25,0.0,1.0,0.9615384615384616,0.038461538461538464
26,0.0,1.0,0.9629629629629629,0.037037037037037035
27,0.0,1.0,0.9642857142857143,0.03571428571428571
28,0.0,1.0,0.9655172413793104,0.034482758620689655
29,0.0,1.0,0.9666666666666667,0.03333333333333333
30,0.0,1.0,0.967741935483871,0.03225806451612903
31,0.0,1.0,0.96875,0.03125
32,0.0,1.0,0.9696969696969697,0.030303030303030304
33,0.0,1.0,0.9705882352941176,0.029411764705882353
34,0.0,1.0,0.9714285714285714,0.02857142857142857
35,0.0,1.0,0.9722222222222222,0.027777777777777776
36,0.0,1.0,0.972972972972973,0.02702702702702703
37,0.0,1.0,0.9736842105263158,0.02631578947368421
38,0.0,1.0,0.9743589743589743,0.02564102564102564
39,0.0,1.0,0.975,0.025
40,0.0,1.0,0.975609756097561,0.024390243902439025
41,0.0,1.0,0.9761904761904762,0.023809523809523808
42,0.0,1.0,0.9767441860465116,0.023255813953488372
43,0.0,1.0,0.9772727272727273,0.022727272727272728
44,0.0,1.0,0.9777777777777777,0.022222222222222223
45,0.0,1.0,0.9782608695652174,0.021739130434782608
46,0.0,1.0,0.9787234042553191,0.02127659574468085
47,0.0,1.0,0.9791666666666666,0.020833333333333332
48,0.0,1.0,0.9795918367346939,0.02040816326530612
49,0.0,1.0,0.98,0.02
50,0.0,1.0,0.9803921568627451,0.0196078431372549
51,0.0,1.0,0.9807692307692307,0.019230769230769232
